1.24,=,2.32,inferred
1.25,<,2.31,inferred
1.26,<,2.31,inferred
1.27,<,2.31,inferred
1.27,<,2.32,inferred
1.28,<,2.31,inferred
1.28,<,2.32,inferred
1.29,<,2.31,inferred
1.29,<,2.32,inferred
1.30,<,2.31,inferred
1.24,=,2.31,input
1.25,<,2.32,input
1.26,<,2.32,input
1.30,<,2.32,input
