1.13,=,2.32,inferred
1.14,<,2.31,inferred
1.15,<,2.31,inferred
1.16,<,2.31,inferred
1.13,=,2.31,input
1.14,<,2.32,input
1.15,<,2.32,input
1.16,<,2.32,input
